Date-Time,Burned
2021-11-28T00:05:25,410298391230723
2021-11-28T00:15:26,410298391230723
2021-11-28T00:25:27,410298391230723
2021-11-28T00:35:27,410298391230723
2021-11-28T00:45:28,410298391230723
2021-11-28T00:55:28,410298391230723
2021-11-28T01:05:29,410298391230723
2021-11-28T01:15:30,410298391230723
2021-11-28T01:25:30,410298391230723
2021-11-28T01:35:31,410298391230723
2021-11-28T01:45:31,410298391230723
2021-11-28T01:55:32,410298391230723
2021-11-28T02:05:32,410298391230723
2021-11-28T02:15:33,410298391230723
2021-11-28T02:25:33,410298391230723
2021-11-28T02:35:34,410298391230723
2021-11-28T02:45:34,410298391230723
2021-11-28T02:55:35,410298391230723
2021-11-28T03:05:35,410298391230723
2021-11-28T03:15:36,410298391230723
2021-11-28T03:25:36,410298391230723
2021-11-28T03:35:37,410298391230723
2021-11-28T03:45:38,410298391230723
2021-11-28T03:55:38,410298391230723
2021-11-28T04:05:39,410298391230723
2021-11-28T04:15:39,410298391230723
2021-11-28T04:25:40,410298391230723
2021-11-28T04:35:40,410298391230723
2021-11-28T04:45:41,410298391230723
2021-11-28T04:55:41,410298391230723
2021-11-28T05:05:42,410298391230723
2021-11-28T05:15:42,410298391230723
2021-11-28T05:25:43,410298391230723
2021-11-28T05:35:43,410298391230723
2021-11-28T05:45:44,410298391230723
2021-11-28T05:55:44,410298391230723
2021-11-28T06:05:45,410298391230723
2021-11-28T06:15:45,410298392230723
2021-11-28T06:25:46,410298392230723
2021-11-28T06:35:47,410298392230723
2021-11-28T06:45:47,410298392230723
2021-11-28T06:55:48,410298392230723
2021-11-28T07:05:48,410298392230723
2021-11-28T07:15:49,410298392230723
2021-11-28T07:25:50,410298392230723
2021-11-28T07:35:50,410298392230723
2021-11-28T07:45:51,410298392230723
2021-11-28T07:55:51,410298392230723
2021-11-28T08:05:52,410298394503325
2021-11-28T08:15:52,410298395551818
2021-11-28T08:25:53,410298395551818
2021-11-28T08:35:53,410298395551818
2021-11-28T08:45:54,410298395551818
2021-11-28T08:55:55,410298395551818
2021-11-28T09:05:55,410298395551818
2021-11-28T09:15:56,410298395551818
2021-11-28T09:25:56,410298395551818
2021-11-28T09:35:57,410298395551818
2021-11-28T09:45:57,410298395551818
2021-11-28T09:55:58,410298395551818
2021-11-28T10:05:59,410298395551818
2021-11-28T10:15:59,410298395551818
2021-11-28T10:26:00,410298395551818
2021-11-28T10:36:00,410298395551818
2021-11-28T10:46:01,410298395551818
